ID,GD1,GD2,GD3,GD4,GR1,GR2,GR3,GR4
R_3PQTK09HkEkv75c,"Liberals/Leftists ","Change/Progress ","Anti-Establishment ","Anti-War/Anti-Violence/Anti-Torture ","White","Conservative","Male","Christian"
R_3O86tpMOAe9uub3,"Liberal","Democrat","Liberal","Democrat","Patriotic ","Conservative ","Religious ","Fiscal"
R_3edRN3ZS5pyK21X,"Sane","Accepting","Sensible","Well-informed","Wealthy and White","Old and White","Male","Christian"
R_a8LEFbrH0Wp3qT3,"Pro-gay rights","Pro-choice","Pro-environment","Pro-health care reform","Religious","Rich","White","Conservative"
R_a9ntpqHGDXx5EPP,"Stupid","Evil","Lazy","Selfish","White","Rich","Old","Straight"
R_bQHXimeGWVzu37n,"Liberal","Utopian","Holier-than-thou","Anti-Christian","Conservative","Republican","Middle Class","Older"
R_ahDKrT6l1XJyuEJ,"Liberal ","Intellectual ","Female ","Rich","Religious","Homosexual","Embarrassed","Conservative"
R_27HcotqHrVXLzGC,"Oppressed ","Victims ","Poor ","Women","Religious ","Right-wing ","Conservative ","White"
R_1OIUTn6VFYTJlFb,"Liberal","Uninformed","Poor","Losers","Sad ","Regressive ","Misogynistic ","Racist"
R_xAfloJJPpR8xvGh,"Liberal ","Female ","Middle-class ","Young","High income ","White ","Male ","Old"
R_d6Hmfl5umXGZEwZ,"Out of touch with the common man","Utopian","Idealistic","Contradictory","Kind of old ","Kind of white ","Kind of Christian ","Kind of gun people"
R_1ILrc4mmV48LEZ0,"The poor","The working class","Educated","Urban","Conservative ","White ","Male ","Religious "
R_264k2Iv5I460OhL,"Empathetic ","Open-minded ","Progressive ","Liberal","White","Older","Conservative","Rural"
R_31nHw5ms6Kcvmaw,"Pro-Choice","Pro-Gay","Pro-Immigration","Pro-Compassion","White","Wealthy","Christian","Middle-aged"
R_2aykOJDlVjo1e2e,"The poor ","The young ","The weak ","The disadvantaged","Racist ","Homophobic ","Inbred ","Stupid"
R_28SbABRuEYxQrqv,"Uneducated","Liberal","Poor","Young","Religious ","Conservative ","Anti-Gay ","Racist"
R_3MxngsKdRpau1OO,"Open-minded ","Intelligent ","Liberal ","Progressive","Religious ","Old ","Racist ","Rich"
R_6ybTwH1Ztlm5LKZ,"Liberal","Peaceful","Compassionate","Intelligent","Educated","Religious","Middle-class","Conservative"
R_3IsctPM0ebR4gst,"Immigrants","Unions","Government","Handouts","Anti-gay","Anti-abortion","Anti-science","Anti-immigration"
R_2ckNBGUXt6szvAo,"Liberal","Progressive","Open-minded","Egalitarian","Greedy","intolerant","racist","stupid"
R_6XSLsDJYan0yE4F,"Intelligent ","Egalitarian ","Compassionate ","Progressive","Conservative","Moderates","People who believe in smaller government","White"
R_SOC5HDLHAH1040h,"Liberal","Environmentally conscious","Politically correct","Upper-middle-class","Conservative","Pro-business","Pro-life","Religious"
R_1Kg6WNZxNOw7NwZ,"Open-minded ","Liberal ","Progressive ","Educated","Racist","homophobic","closed-minded","conservative"
R_Y3PIcm1pRYi3uzn,"Liberal","Female","Middle-class","Middle-aged","","","",""
R_ph1ANLBsZLvVA53,"Those who support the Democratic Party are those who are concerned with the plight of the poor and the disadvantaged","Democratic Party supporters are those who are concerned about the environment and are working hard to save the planet from pollution and destruction","Those who are interested in peace and harmony are likely to be Democrats","Those who are interested in the fair treatment of all people are likely to be Democrats","Ignorant","Stupid","Evil","Liars"
R_3sBv7vg5Xde4iRQ,"Social Justice Warriors - The Democratic Party is the party of the perpetually offended","","","","Fearful - Since the inception of the GOP, they have played on people's fears and insecurities. Their latest campaign to 'keep America safe from terrorists' is no different and has been quite successful (ironically, despite the fact that the GOP is the party of war and the party that is least likely to support any sort of peace and justice).","Misogynistic - The GOP has always been anti-women. From blaming women for the Fall of Man to opposing women's right to vote, the Republican Party has always been against women in every way imaginable.","",""
R_3p5tBUFkOVsitO6,"Liberal","Progressive","Liberal","Democrat","Ignorant","Racist","Religious","Rich"
R_1dpjeabTAAhjSen,"People who are anti-life","People who are anti-religion","People who are anti-family","People who are anti-freedom","Fatherless","Poor","Stupid","Racist"
R_cT4YkrsAgaKhpwl,"Liberal","Young","Female","Middle-class","Closed-minded ","Racist ","Religious ","Republican"
R_BE98CwTCQNZOfJf,"Liberal","Young","Poor","Female","Religious","Middle-aged or older","White","Male"
R_3HzcyVjcr14xjI3,"People who want to help those in need","People who want to protect the environment","People who want to help everyone receive a fair chance in life","People who are compassionate","Racist ","Homophobic ","Misogynist ","Religious fanatic"
R_bsFM10LHxZm7ITH,"Hard working","Family oriented","Peaceful","Compassionate","White ","Uneducated ","Racist ","Religious"
R_3JFV1jADOdIyJeF,"Open-minded ","Liberal ","Intelligent ","Strong-willed","White","Male","Christian","Conservative"
R_2VR4W3fkR6Ok2XL,"Uneducated","Desperate","Simpleminded","Nave","Rich","White Men","",""
R_3gSj6TOfJqYZAA2,"Liberal","Young","Female","Educated","God fearing ","Patriotic ","Conservative ","Fiscal Responsibility"
R_a3JT4v60JoY5GAZ,"Liberal ","Intelligent ","Open-minded ","Peaceful I have no problem whatsoever with any of my four words","Conservative","Religious","White","Male"
R_2uV9wL3AHvfdYN9,"Female","Liberal","Young","Middle-Class","Close-minded","Anti-intellectual","Ideologically rigid","Unwilling to compromise"
R_bE0vvMsI5VAwMBX,"Open-minded","Not racist","Not homophobic","Not 'closed-minded'","Misguided","Racist","Ignorant","Out of touch with the modern world"
R_87mU7Bcjh4Iz1zf,"Urban","Religious","Liberal","Children","White, male","heterosexual, Christian","conservative","old"
R_56dxyNmk7vsL9Jv,"Liberals","Young people","Upper-class","Support same-sex marriage","Christian","White","Conservative","Republican/conservative"
R_bvIfmdzQBdEmR0N,"College students ","Uninformed ","Liberals ","Young","Heterosexual white males","Heterosexual white males who are old and poor","",""
R_1ODCK4N4xAI8G9J,"weaker","lower-class","young","female","Racist","Homophobic","Religious","Rich"
R_3lrYe5W1HshGURG,"Male ","Poor ","Young ","Black/Hispanic","Disloyal to party leadership","Politically stupid","Politically ignorant","Ignorant of basic economics"
R_3O2eJ5XhC2pBezP,"Educated","Liberal","Young","White","old","right-wing","stereotypical","religious"
R_9TuPBeT8fnsZNgp,"Liberal","Female","Poor","Old","white","male","old","rich"
R_2YWZcCbHBPP0tjc,"Intellectuals ","Independents ","Liberals ","Left-leaning","Intelligent","Independent","Friendly","Conservative"
R_884507tj6wovaMB,"Liberal","Politically correct","Free stuff","Anti-American","They are all about money","They are all about money","They are all about money","They are all about money"
R_1YOIny0ZHw4T0rz,"Hates God","Hates babies/children","Hates himself/herself","Hates America","Conservative ","Patriotic ","Capitalistic ","Republican"
R_3oQT6a7JXG52Q4m,"Intellectual","Pro-Choice","Open-Minded","Liberal","Racist ","Homophobic ","Sexist ","Religious"
R_1LC3RRbF5oiPs42,"Educated ","Liberal ","Uninformed ","Rich","Religious ","Conservative ","Non-Hispanic white ","Male"
R_4HIEMmehqMBXejH,"Poor","Young","Female","Black","White","Conservative","White","Christian"
R_usuGF9zVuHa8THb,"Liberal","Liberal","Liberal","Liberal","Religious ","Conservative ","Older ","Male"
R_5oIHOkiaZIB9mOV,"Liberals ","Young people ","Wealthy people ","Blue-collar workers preferably union","Angry","Old","White","Christian"
R_3HvltWmsoYJnBYn,"Liberal   a","Progressive","Socialist","Communist","Patriotic","Capitalist","Religious","Nationalist"
R_cD3sMruEVvLPJFr,"Too stupid to know what they're doing","Not religious enough","Not patriotic enough","Not crazy enough (they're not as crazy as I am)","Conservative","Men","Old","Upper-class"
R_3KJjHmfH1OixvcG,"Liberal ","Democrat ","Female ","Middle-Class","Hates gay people ","Hates everything","Racist ","Hates poor people"
R_4NKUrzsLOLCtRBj,"Liberal","Female","Middle-class","Old","White","Conservative","Born-again","Traditional"
R_1rkaqgOZZh3DGha,"Liberal","Poor","Hispanic","Young","Intelligent ","Conservative ","Open-minded ","Patriotic"
R_3Orjj4VkmQLnKi3,"Liberal/Left-Wing","Atheist/Agnostic","Intellectual/Cultural Elitist","Dollars  Sense","Angry","Racist","Conservative","Religious"
R_3n1xLrnmqRWW92F,"Liberal","Female","Democrat","Middle-Aged","Rich","Conservative","Religious","Republican"
R_4PfhzrEMEe73UB7,"Progressive","Liberal","Democrat","Left","Christian","White","Conservative","Racist"
R_22squZZpgKT9zAI,"Liberal/Left","Uninformed","Anti-Bush","Anti-Republican","Christian","Conservative","Southerner","Male"
R_2r8Z2w4tsrRUd2l,"Open-minded","Liberal","Intelligent","Intellectual","Conservative","Patriotic","Religious","Conservative"
R_3oHHOAppIkNFxnD,"Open-minded ","Liberal ","Intelligent ","Educated","Rich, white","Christian, conservative","male, old","heterosexual, privileged"
R_sRp8BLf2HOGTbvX,"Pro-Choice","Anti-War","Liberal","Progressive","Reactionary","Racist","Religious Zealot","Right-Wing Extremist"
R_3dM8nV5IgKud0RA,"Socially Liberal ","Fiscally Conservative ","Morally Righteous","","Greed","Racism","Ignorance","Religion"
R_3M3j9BsFXiz2Yzw,"Liberal ","Female","Young","Poor","Rich","White","Old","Male"
R_1G3nQFIp2hvN4JT,"Religious","Educated","Intolerant","Liberal","Middle class ","Patriotic ","Small",""
R_1pYf58vIlTFwf6a,"Fiscally conservative, socially liberal","Democrats are for the people, Republicans are for business","I'm a Democrat because I believe in the philosophy that people should be treated fairly and that all people should be equal","Progressive with a small 'p.'","Religious ","Conservative ","White ","Wealthy"
R_3J9IuGGuPMedLWS,"Intelligent","Liberal","Social","Caring","Conservative","Anti-Muslim","Christian","White"
R_2uVBwIFuGGEJDNy,"Liberal","Elitist","Arrogant","Anti-business","Conservative","Conservative","Conservative","Conservative"
R_b1Nmh6638RBtcFf," Rich, liberal, tax-and-spend, elitist, out-of-touch, arrogant, wishy-washy, tree-hugging, socialist, hippie, weak, self-centered, soft, minority-appeasing, anti-war, anti-American, anti-family, homosexual, anti-Christian, anti-Israel, pro-abortion, anti-God, anti-free enterprise, anti-gun, anti-military, anti-capitalism, pro-socialism, pro-illegal immigration, and anti-Bush.","Insecure, weak, dependent, whining","","","Conservative  ","Old  ","",""
R_ezF7PWldMwMyWl7,"Urban","Older","Female","Liberal","intelligent ","hardworking ","successful ","family"
R_2tak2MK98PfVkzZ,"Young ","Liberal ","Intellectual ","Educated","White Males","Middle-aged or older","Self-sufficient","Religious"
R_9Y7mVJe2JuzDefz,"Individuals who are less intelligent than the Republican Party","Individuals who are less responsible than the Republican Party","Individuals who are less patriotic than the Republican Party","Individuals who are less honest than the Republican Party","Disgusting","Ignorant","Old","Rich"
R_dmccxyYmEMRsLlP,"People who have not a clue about how to solve problems of poverty","People who believe that we should have a massive welfare state","People who are so idealistic that they are often unrealistic","People who think that the world has to be fair","Confused","Worthy","Ignorant","Base"
R_aYqc0Rx5UznIioJ,"Not interested in politics ","Ignorant ","Not interested in tax cuts ","Uninformed","The Christian Right","The Religious Right","The Moral Majority","The Christian Coalition"
R_6zEBEcSJ92QgmfX,"Uninformed ","Ignorant ","Foolish ","Careless","Intelligent ","Honest ","Patriotic ","Conservative"
R_2zvjjtUN2DZnlbh,"Liberal","Intellectual","Independent","Moderate","Moral ","Anti-government ","Anti-abortion ","Anti-gay rights I put down these four words because the question was specifically about the GOP"
R_2AGXQHwmUNK8p5B,"Liberal ","Democrat ","Female ","Hispanic","Wealthy White Male ","Religious ","Conservative ","Racist"
R_6zIQGRWc1yAh81X,"Liberal","Progressive","Other","Independent","Less Government","Family Values","Conservative","Pro-Life"
R_2cug19FxaYDVN6l,"Those who are more intelligent than me and know what is best for the country","Those who will steal welfare from the poor and give it to the wealthy","Those who want government to control everything and use business to make money for themselves","Those who are criminals","Rich ","White ","Selfish ","Racist"
R_5cNHId6RJV2i8K1,"Dependent  ","Anti-business","Anti-military","Anti-religion","Those who believe in a smaller government","Those who are more fiscally conservative","Those who believe in traditional values","Those who are more patriotic"
R_11bUZGa8VyjcR7a,"Liberal - I believe in equal rights for everyone","Female - I believe that women should have the right to choose what happens to their bodies and should be paid the same as a man in the same position","Young - I believe that the government should be involved in social issues","Middle-class - I believe that everyone has the right to a solid education","Whites/Anglo-Saxons","Males","Older","Rich"
R_Om7MzdKjPZNrYeB,"I'm a Democrat because I don't want my children to grow up in an America with rampant income inequality.","I'm a Democrat because I believe in progressive taxation (aka, if you make more money, you pay more taxes)","I'm a Democrat because I believe the rich should pay their fair share","I'm a Democrat because I want a better life for me and my family","Racist ","Homophobic ","Sexist ","Irrational"
R_UGVuuzUFU5huFb3,"Poor","Uneducated","Liberal","Community Organizer","Religious","Conservative","Older","White"
R_3KHNJTXVXIG96bT,"Liberal ","Progressive ","Open-minded ","Intelligent","Christian ","Conservative ","Right-wing / Republican ","Rich"
R_3kBUBXYufFZQbxr,"Uneducated","Uninformed","Liberal","Free Stuff","People who work hard without making outrageous demands for government handouts","People who believe that the military should not be a social experiment for sexual equality","People who believe that those who enter the country illegally should be sent back home","People who believe that the United States should be a Christian nation"
R_3fdi1Eu6KWNxi9q,"Non-white","Poor","Under 30","Non-Christian","Old","old","old","and old"
R_1ladAtViEdR3dFO,"Liberal ","Progressive ","Left-wing ","Intellectual","Reserved difficult to get to know","Conservative beliefs","Independent thinking","Middle Class/working class"
R_1i98PXJp5tjWNGp,"Liberal","Democrat","Male","Middle-class","male","lower class","under ","Christian"
R_2AHCyHYOBjPGZtG,"Socially liberal","Pro-abortion rights","Pro-gay rights","Pro-gay marriage","Religious ","Wealthy ","Old ","White"
R_2s6c2RlDiLaOS2u,"Anti-Bush ","Pro-choice ","Pro-feminist ","Pro-civil rights","Evangelical Christians","White","Other","Conservative"
R_7WCcbJjrFENORKp,"Liberal","Liberal","Liberal","Liberal","Conservative ","Anti-Government ","Christian ","Rural"
